Position,Control_MNP_III_S56_L002,Control_MNP_II_S55_L002,Control_MNP_I_S54_L002,Only_MNP_C1_S57_L002,Only_MNP_C2_S58_L002,Only_MNP_C3_S59_L002,Only_MNP_C4_S60_L002,Plasmid_Ko_P1_S61_L002,Plasmid_Ko_P2_S62_L002,Plasmid_Ko_P3_S63_L002,Plasmid_Ko_P4_S64_L002,RNP_Cas1_S65_L002,RNP_Cas2_S66_L002,RNP_Cas3_S67_L002,RNP_Cas4_S68_L002
15849895,45,53,48,57,46,50,45,53,67,48,32,45,53,68,56
15849896,46,53,48,57,47,50,45,53,67,48,32,46,54,69,57
15849897,48,54,47,57,47,50,45,54,68,50,32,47,53,69,56
15849898,47,53,47,58,47,50,44,54,68,50,31,47,53,69,55
15849899,47,52,48,59,47,51,44,54,67,51,31,47,54,68,55
15849900,48,51,48,60,47,51,45,54,67,50,31,47,54,67,54
15849901,48,51,48,59,47,51,44,52,68,50,30,47,52,68,54
15849902,48,50,47,59,46,50,46,52,67,50,30,46,51,68,54
15849903,49,53,47,59,45,49,46,50,69,51,30,46,49,68,54
15849904,49,53,47,59,46,49,47,50,68,52,30,45,48,65,54
15849905,49,53,48,59,47,49,47,50,70,53,29,45,47,67,54
15849906,49,53,48,57,47,49,47,50,69,53,30,45,47,67,54
15849907,49,53,47,56,47,49,45,50,68,52,30,45,48,66,55
15849908,50,52,46,56,47,49,45,51,67,54,30,44,47,66,56
15849909,50,52,46,58,47,50,45,51,69,52,30,44,46,70,55
15849910,51,51,46,58,48,50,46,51,68,52,30,45,47,70,55
15849911,51,52,47,58,48,50,46,50,68,53,34,45,47,71,55
15849912,51,51,47,58,49,52,46,50,68,53,34,44,48,71,55
15849913,50,51,47,58,49,53,46,51,68,53,34,44,49,71,55
15849914,49,51,48,58,48,53,46,51,68,54,35,44,49,70,54
15849915,49,51,48,57,48,53,47,51,69,54,34,45,49,69,53
15849916,48,51,49,57,47,53,48,53,69,54,33,45,49,68,53
15849917,48,51,48,56,48,54,51,54,70,54,33,45,49,68,53
15849918,48,51,47,55,47,54,51,54,71,53,34,46,50,68,53
15849919,47,53,45,56,47,55,52,54,70,51,34,46,50,68,52
15849920,47,54,44,56,47,55,52,54,69,50,35,46,50,66,51
15849921,47,54,45,57,47,56,53,55,70,51,35,45,50,67,51
15849922,46,54,44,57,47,56,52,55,70,50,35,46,49,67,51
15849923,46,53,44,56,47,56,53,55,71,50,35,46,49,66,52
15849924,43,53,44,56,47,55,53,55,71,49,35,44,49,66,51
15849925,43,54,44,56,47,56,53,54,70,49,35,44,49,66,51
15849926,43,53,45,56,47,57,53,55,70,49,35,44,49,66,51
15849927,43,54,45,55,47,57,51,55,70,49,35,44,49,66,51
15849928,44,54,45,54,46,57,50,55,69,49,36,44,49,66,51
15849929,43,54,45,54,44,57,50,55,69,52,36,46,50,66,49
15849930,43,54,45,53,44,58,51,55,68,52,37,46,50,66,48
15849931,43,56,45,53,44,61,51,56,68,51,36,46,51,66,48
15849932,43,56,44,54,44,61,51,55,68,50,36,46,50,68,50
15849933,43,56,43,54,44,61,52,55,66,49,36,47,49,68,49
15849934,42,56,45,55,45,61,54,55,64,49,36,47,50,68,50
15849935,42,56,43,55,45,61,53,56,64,48,36,47,50,68,50
15849936,42,56,42,55,45,61,53,55,64,47,36,47,50,68,50
15849937,43,56,42,55,45,61,52,55,64,47,36,49,50,69,49
15849938,43,56,43,55,45,61,52,54,65,47,36,50,50,70,50
15849939,43,56,44,54,45,61,52,53,65,47,35,50,49,72,49
15849940,42,56,45,54,45,62,52,53,65,46,35,52,49,72,49
15849941,42,56,46,55,44,61,52,51,64,46,35,52,49,72,50
15849942,41,56,47,56,44,60,51,51,63,46,34,52,48,74,51
15849943,41,55,48,56,46,61,52,51,62,47,33,50,48,74,51
15849944,40,55,48,55,46,60,51,52,63,46,33,50,49,74,52
15849945,41,55,50,55,46,61,51,53,63,45,33,49,50,75,52
15849946,40,55,50,54,47,61,51,52,62,43,33,49,51,74,52
15849947,39,55,50,55,47,61,51,51,62,43,35,49,52,75,51
15849948,39,55,50,54,47,63,50,50,61,42,35,49,51,75,51
15849949,38,55,51,55,48,64,50,50,61,43,35,49,51,75,52
15849950,39,55,51,55,48,64,50,48,61,43,36,48,51,75,51
15849951,38,57,51,56,47,64,50,47,61,44,36,48,50,75,51
15849952,40,56,51,56,46,64,50,48,62,43,37,48,50,75,50
15849953,40,54,50,56,47,64,51,48,62,43,37,48,52,75,50
15849954,38,54,50,57,47,63,51,46,63,43,38,48,52,76,51
15849955,39,54,50,57,47,63,51,47,64,45,38,47,53,77,52
15849956,38,55,50,57,48,63,51,47,64,45,38,47,53,77,53
15849957,38,57,51,58,47,64,52,48,66,45,38,47,54,75,53
15849958,38,60,51,59,47,64,52,47,64,46,37,47,54,78,53
15849959,38,60,52,59,44,64,53,47,63,45,37,48,54,77,53
15849960,37,60,52,59,44,63,53,47,62,44,37,49,54,74,53
15849961,38,60,52,60,44,61,53,47,62,44,37,49,55,75,53
15849962,39,59,52,60,44,63,53,49,62,44,37,48,54,76,53
15849963,37,60,52,61,44,63,53,49,61,45,37,50,54,76,54
15849964,38,61,52,64,44,63,54,49,64,44,38,50,53,76,55
15849965,38,61,52,65,46,64,54,49,64,44,38,50,53,76,55
15849966,38,59,52,66,46,64,55,50,64,44,37,50,54,76,54
15849967,38,59,51,64,46,64,56,50,64,43,37,50,55,76,54
15849968,38,58,51,64,47,64,56,50,64,43,37,49,55,75,54
15849969,38,56,49,64,48,64,56,51,64,43,37,48,53,74,56
15849970,40,56,49,64,49,64,57,51,65,43,37,48,53,74,56
15849971,40,55,48,65,49,64,57,50,65,43,37,46,53,77,55
15849972,40,55,47,65,49,64,57,50,65,43,37,46,53,77,55
15849973,40,54,47,66,51,62,57,50,65,42,37,46,53,76,55
15849974,41,53,48,65,51,62,57,50,64,42,37,48,54,77,53
15849975,41,53,49,66,51,63,58,50,62,42,37,48,54,77,53
15849976,42,54,50,66,51,63,58,49,62,43,37,47,53,77,53
15849977,42,54,51,65,51,61,58,48,62,43,37,47,55,77,53
15849978,43,54,52,67,48,60,57,46,63,43,38,47,54,77,54
15849979,43,53,52,65,48,58,58,46,61,43,38,47,54,75,53
15849980,45,53,51,64,46,57,58,46,61,43,37,48,54,74,54
15849981,46,53,49,63,45,58,58,46,62,43,37,49,51,74,54
15849982,46,53,48,63,46,57,59,47,62,43,38,49,51,74,54
15849983,47,51,48,63,46,56,58,46,62,43,38,48,49,73,54
15849984,46,51,51,64,45,56,58,46,61,43,38,49,48,73,55
15849985,45,50,50,64,45,56,58,45,61,43,39,49,49,73,56
15849986,44,50,50,64,45,56,58,45,60,43,39,50,49,74,56
15849987,44,51,50,60,45,59,59,46,61,43,39,50,48,74,56
15849988,45,51,50,60,47,59,58,46,62,43,40,48,48,73,56
15849989,45,52,47,60,47,59,59,46,62,43,40,49,47,74,55
15849990,45,53,47,60,47,58,57,45,65,43,39,49,48,74,54
15849991,44,53,47,60,48,58,55,44,65,43,39,49,48,73,54
15849992,43,53,47,60,49,58,56,44,65,43,40,49,49,73,54
15849993,43,53,47,60,48,56,55,44,65,43,40,48,49,73,55
15849994,43,53,46,61,48,55,55,44,65,43,41,48,50,73,55
15849995,44,53,45,61,49,57,56,44,65,45,40,50,49,74,54
15849996,44,53,45,62,49,55,56,43,65,44,39,50,49,74,54
15849997,44,54,47,61,49,54,56,41,66,44,39,50,49,74,55
15849998,45,54,47,62,51,53,56,41,65,44,38,50,48,73,56
15849999,45,55,47,62,52,53,56,41,66,44,37,50,48,74,56
15850000,45,54,47,61,52,53,56,43,66,44,37,50,47,74,55
15850001,46,54,46,61,52,51,56,43,66,45,37,49,47,73,53
15850002,46,54,46,61,51,51,57,43,66,47,38,49,47,72,53
15850003,46,52,46,62,51,51,58,43,64,47,39,51,48,72,54
15850004,47,52,47,62,50,51,58,42,65,47,39,53,48,72,55
15850005,47,52,48,61,49,51,59,42,65,47,40,53,49,72,55
15850006,51,52,49,63,49,51,59,42,65,47,40,53,49,71,55
15850007,51,53,49,63,48,53,59,42,66,47,42,53,51,71,57
15850008,51,53,50,62,46,54,59,42,65,47,42,54,52,71,57
15850009,50,53,50,62,46,54,59,42,64,49,41,54,52,70,56
15850010,48,53,50,61,47,54,59,43,64,49,43,54,53,70,56
15850011,48,53,50,61,47,54,57,43,64,49,43,53,54,70,56
15850012,49,49,51,61,47,55,59,43,64,47,43,53,54,68,55
15850013,48,50,50,61,46,55,59,45,64,47,44,52,54,68,55
15850014,48,51,51,60,46,55,58,45,63,48,44,53,54,68,55
15850015,48,52,51,60,44,57,58,44,64,48,45,53,53,67,55
15850016,47,52,51,60,44,56,58,43,64,47,43,53,53,68,54
15850017,47,52,51,61,43,56,59,43,64,47,43,53,52,69,53
15850018,47,51,51,61,44,55,60,44,64,46,43,51,52,70,53
15850019,47,51,51,61,44,55,60,47,64,46,43,51,52,71,52
15850020,47,53,51,60,45,55,58,47,63,44,43,51,53,71,52
15850021,47,52,51,60,45,56,58,47,63,45,43,51,52,69,54
15850022,47,53,51,61,46,56,57,48,62,45,43,51,52,68,54
15850023,47,54,50,61,47,57,56,48,62,45,43,51,52,68,54
15850024,46,55,49,58,47,57,56,48,62,45,42,51,53,68,53
15850025,47,55,50,58,47,58,56,47,62,45,41,52,54,68,53
15850026,48,55,50,58,48,58,56,46,63,45,41,52,53,68,55
15850027,48,55,50,58,48,58,57,46,62,45,41,52,54,69,57
15850028,48,57,50,58,49,57,57,46,61,45,40,51,55,69,58
15850029,48,56,49,57,50,58,57,46,62,45,40,52,55,71,58
15850030,48,57,50,57,50,57,57,47,63,45,40,51,55,71,57
15850031,48,57,51,57,50,57,58,48,62,45,40,51,55,72,57
15850032,50,57,51,57,50,57,58,46,61,45,40,51,55,72,57
15850033,51,58,51,57,50,58,56,46,62,45,39,49,56,72,57
15850034,51,57,52,57,49,58,55,46,61,45,38,48,56,71,57
15850035,51,57,52,57,50,58,57,47,61,45,38,47,56,71,57
15850036,51,57,52,56,49,59,57,48,61,45,37,47,56,72,57
15850037,49,57,51,56,50,59,55,48,61,45,37,47,57,73,57
15850038,49,58,50,55,50,57,55,48,61,45,37,47,56,72,57
15850039,49,58,50,55,52,57,55,49,61,45,37,49,55,73,57
15850040,51,58,51,56,52,57,54,50,61,45,37,48,56,72,58
15850041,51,58,51,55,51,56,54,49,60,46,37,48,57,72,58
15850042,51,58,51,55,51,56,53,50,60,47,37,48,57,72,58
15850043,49,59,51,55,51,58,53,49,61,47,36,49,56,73,58
15850044,49,59,51,55,51,59,53,49,60,46,36,48,56,75,58
15850045,50,61,51,55,51,60,53,50,61,48,36,49,57,75,58
15850046,50,61,52,55,51,62,53,50,61,48,36,48,58,74,58
15850047,48,62,53,55,50,62,53,51,61,45,36,47,58,73,57
15850048,47,62,54,55,50,63,53,51,61,45,36,47,58,75,57
15850049,47,62,53,54,50,62,53,51,62,45,36,47,57,75,57
15850050,47,63,53,53,51,63,54,51,62,44,36,48,57,74,57
15850051,46,65,53,51,51,63,55,52,62,44,36,48,57,74,57
15850052,46,65,51,51,51,63,55,52,61,44,36,48,58,73,55
15850053,46,65,51,52,51,64,53,52,60,44,36,49,58,73,56
15850054,45,62,52,54,51,65,53,52,58,44,36,49,57,73,57
15850055,46,63,51,55,49,65,52,53,58,45,36,50,56,73,57
15850056,46,63,51,55,49,65,52,53,56,44,36,52,54,72,57
15850057,46,63,52,55,49,65,52,52,58,44,35,52,54,72,58
15850058,48,63,52,55,49,65,52,52,58,46,35,52,54,73,57
15850059,47,63,52,56,48,65,52,52,59,44,35,51,56,72,55
15850060,46,63,52,54,48,64,52,53,57,44,35,50,56,69,56
15850061,47,63,52,53,46,66,51,54,56,45,34,50,55,69,56
15850062,47,62,51,54,45,66,51,54,57,44,31,50,55,67,56
15850063,47,64,51,54,45,63,51,54,57,44,31,50,53,67,57
15850064,49,64,51,54,45,63,51,53,57,43,30,50,53,67,58
15850065,50,64,50,53,45,63,51,53,57,43,30,50,53,67,59
15850066,51,65,50,53,46,63,50,51,56,44,31,49,53,66,59
15850067,43,59,42,53,36,50,50,44,56,24,23,32,46,66,60
15850068,43,59,42,53,35,50,47,43,55,24,23,32,46,66,60
15850069,43,60,42,53,35,49,47,43,54,24,22,31,45,67,60
15850070,43,59,42,52,35,49,46,43,55,24,24,31,45,67,60
15850071,43,58,42,52,36,45,46,42,56,22,24,29,46,67,60
15850072,43,59,41,50,36,47,44,42,56,22,24,29,47,67,60
15850073,43,59,41,50,36,47,44,42,56,22,24,29,47,67,60
15850074,43,59,41,51,37,47,43,42,56,22,24,29,48,67,60
15850075,43,59,40,51,37,47,44,42,57,23,24,29,48,68,59
15850076,52,64,51,52,47,60,44,49,57,45,33,47,57,67,59
15850077,52,64,50,52,48,59,45,49,56,46,33,48,57,66,59
15850078,52,64,50,52,48,59,45,49,56,46,33,48,57,66,60
15850079,51,63,50,52,48,59,45,49,56,46,32,48,59,66,60
15850080,51,63,50,52,48,59,45,49,56,45,32,49,58,67,61
15850081,51,63,50,52,48,58,44,49,56,45,31,49,58,67,61
15850082,51,61,50,53,49,58,44,47,56,45,31,49,57,67,61
15850083,51,61,50,53,52,58,44,48,56,45,31,49,58,65,60
15850084,50,61,50,53,52,58,44,49,56,45,31,50,60,65,60
15850085,50,61,48,53,51,58,42,49,57,46,31,50,59,64,59
15850086,49,61,49,52,52,58,44,49,57,46,31,51,59,64,60
15850087,51,61,49,52,52,58,44,49,57,47,31,51,59,65,60
15850088,51,61,49,52,51,58,45,50,57,47,31,51,59,64,60
15850089,52,62,48,52,51,58,45,50,56,46,31,52,59,64,59
15850090,52,62,49,53,51,58,45,51,56,46,31,52,59,62,59
15850091,52,62,48,55,51,57,45,51,57,46,31,51,60,61,59
15850092,52,64,48,54,51,57,45,51,57,47,31,50,61,61,58
15850093,53,64,48,53,51,57,45,51,58,47,30,50,61,59,57
15850094,53,64,49,53,49,56,44,51,58,46,31,51,61,59,57
15850095,54,65,50,53,49,57,45,51,57,46,31,51,61,58,56
15850096,52,65,50,53,49,56,45,50,57,46,31,51,60,59,56
15850097,52,64,50,53,48,56,47,50,57,46,32,50,60,59,56
15850098,53,64,49,52,48,56,47,50,58,46,31,50,59,60,56
15850099,53,63,49,52,48,55,47,50,56,47,31,49,59,60,56
15850100,53,63,49,51,49,54,48,50,55,46,31,50,60,61,56
15850101,52,63,48,51,49,54,48,50,55,46,31,50,60,61,57
15850102,52,62,48,51,49,54,48,50,55,47,31,50,60,62,57
15850103,50,62,49,50,49,54,48,49,55,48,31,50,62,61,57
15850104,50,62,49,50,48,55,47,50,54,48,31,50,60,62,57
15850105,50,62,49,49,48,55,47,50,53,48,31,50,59,62,56
15850106,49,62,48,49,49,55,48,49,52,48,30,49,58,60,55
15850107,50,62,49,49,49,54,47,49,53,48,30,49,58,60,54
15850108,50,61,49,48,48,53,47,48,52,48,30,49,57,60,53
15850109,51,59,49,48,48,54,48,51,53,51,31,51,57,59,56
15850110,51,59,48,48,48,54,47,51,55,51,31,51,58,59,56
15850111,51,59,48,48,50,55,47,50,55,51,30,50,58,60,56
15850112,50,59,48,47,51,55,48,52,56,51,30,50,58,59,56
15850113,50,59,48,48,51,53,48,51,56,52,30,50,58,59,56
15850114,50,58,49,46,52,52,49,52,56,49,30,50,58,59,55
15850115,50,57,49,44,51,52,48,52,54,49,31,50,59,59,54
15850116,49,57,50,43,50,52,47,52,54,49,31,50,59,59,54
15850117,51,57,49,41,52,52,47,52,54,48,32,50,58,59,55
15850118,51,57,49,41,52,52,46,54,54,47,32,49,58,59,55
15850119,51,57,48,42,52,52,45,54,55,48,32,49,58,59,55
15850120,52,57,48,45,52,52,46,55,54,48,32,50,58,59,54
15850121,50,57,48,45,50,52,45,54,54,48,32,51,58,59,54
15850122,50,57,48,44,50,51,46,54,53,48,32,51,59,56,54
15850123,50,57,48,43,50,51,47,54,53,48,31,50,59,56,54
15850124,50,57,49,42,49,52,47,54,53,48,31,51,60,55,54
15850125,49,56,49,42,46,51,47,53,51,47,31,50,57,53,54
15850126,49,56,49,41,47,50,46,54,52,47,31,50,58,53,54
15850127,48,55,48,42,48,51,46,54,52,47,31,52,58,51,56
15850128,48,55,47,42,51,51,46,56,52,47,32,52,58,51,56
15850129,48,54,47,41,52,51,46,56,55,47,32,52,58,50,56
15850130,49,54,47,42,53,51,46,57,55,47,32,52,58,50,56
15850131,48,55,48,41,53,52,47,57,57,47,32,51,59,50,57
15850132,45,55,48,41,53,52,47,56,56,47,34,51,59,50,57
15850133,47,55,48,43,52,52,47,56,56,47,35,52,60,50,56
15850134,47,56,48,43,52,52,46,57,56,47,34,53,59,50,57
15850135,49,56,45,42,52,52,46,56,55,47,35,52,59,51,57
15850136,49,58,45,42,52,53,47,55,55,48,34,54,59,51,57
15850137,49,58,45,43,52,53,48,55,55,48,34,54,59,50,58
15850138,50,58,45,43,54,52,46,55,54,48,34,54,60,50,59
15850139,50,59,48,43,52,53,46,55,50,48,35,54,60,50,59
15850140,50,59,48,43,54,52,47,54,50,48,35,53,61,49,59
15850141,50,58,47,43,54,51,47,54,50,48,35,53,61,48,60
15850142,50,59,47,43,53,52,47,54,50,48,35,53,60,48,59
15850143,50,59,47,43,52,52,46,54,51,49,35,53,59,50,59
15850144,50,57,47,43,51,51,46,55,51,48,35,52,59,52,58
15850145,51,57,47,41,51,50,46,55,51,48,34,53,58,53,58
15850146,50,58,47,41,50,49,45,56,52,48,34,52,58,52,59
15850147,50,57,47,41,51,49,45,58,52,48,34,52,58,52,59
15850148,50,56,46,41,50,49,45,58,52,48,34,53,58,51,58
15850149,51,55,46,40,49,49,46,59,52,49,34,53,58,51,58
15850150,51,55,46,41,48,50,45,59,52,50,34,53,58,52,58
15850151,50,55,47,41,48,51,44,57,52,50,34,52,58,51,59
15850152,50,54,47,40,48,50,44,57,52,50,35,52,58,52,58
15850153,50,56,46,41,48,50,44,57,53,51,35,51,58,52,58
15850154,50,56,46,41,48,50,43,57,55,51,34,51,57,53,59
15850155,52,55,45,41,49,50,43,57,54,51,35,51,58,53,58
15850156,51,55,44,42,49,50,44,57,53,51,33,51,57,53,58
15850157,49,56,45,42,49,50,44,57,54,51,33,53,57,53,57
15850158,49,54,43,42,49,49,44,57,55,51,34,53,55,53,57
15850159,50,54,43,42,49,49,44,57,55,50,33,53,54,53,57
15850160,50,55,43,42,49,49,44,57,55,49,33,53,54,54,57
15850161,49,55,43,42,49,49,44,58,55,49,32,52,52,55,60
15850162,48,55,43,42,50,48,46,58,56,50,31,52,51,56,62
15850163,49,55,42,42,50,48,45,58,57,50,31,52,51,56,62
15850164,47,53,42,42,50,49,45,56,56,50,30,52,51,56,62
15850165,47,53,43,42,50,49,46,56,57,50,30,52,52,56,62
15850166,47,53,42,40,49,45,46,56,58,50,29,52,52,56,63
15850167,47,53,42,40,50,45,46,56,59,48,29,52,51,55,63
15850168,47,54,43,40,51,45,46,55,59,48,29,52,51,54,63
15850169,47,54,44,41,50,44,46,56,58,49,29,52,52,56,62
15850170,49,54,45,41,51,44,46,55,58,49,29,52,52,56,62
15850171,49,52,44,41,51,44,46,55,58,49,29,52,50,56,62
15850172,49,51,44,41,51,44,46,55,58,49,29,50,50,56,61
15850173,49,51,44,40,52,44,46,55,58,51,30,50,51,57,61
15850174,49,50,44,40,52,45,46,56,58,51,31,50,52,58,61
15850175,49,50,44,40,52,45,47,56,57,51,32,51,52,58,61
15850176,50,50,45,39,52,45,47,56,57,52,32,51,51,59,60
15850177,49,50,47,39,51,45,47,56,57,52,33,53,51,59,57
15850178,49,51,47,39,52,45,44,59,59,52,33,53,51,58,58
15850179,49,49,48,39,52,44,45,58,58,50,33,53,50,58,58
15850180,51,49,48,39,52,43,44,57,58,51,33,52,51,58,59
15850181,52,50,48,39,51,42,45,57,60,51,33,52,51,57,60
15850182,52,50,48,40,51,42,44,58,60,50,33,53,51,55,59
15850183,49,51,47,40,51,43,44,58,61,50,33,54,51,56,59
15850184,48,51,47,40,50,41,43,58,60,50,33,54,52,56,59
15850185,48,51,46,41,50,40,43,58,61,50,32,55,52,56,61
15850186,48,53,47,41,52,39,42,58,63,52,33,55,52,56,60
15850187,48,54,48,40,53,39,43,58,63,52,33,54,53,56,60
15850188,48,54,47,41,53,39,43,57,65,52,33,55,55,57,61
15850189,48,53,47,40,53,39,43,57,65,51,35,55,55,57,61
15850190,48,53,47,40,56,39,43,57,65,51,35,53,56,56,63
15850191,49,53,46,41,56,39,43,57,64,50,35,53,54,58,62
15850192,49,53,46,41,56,41,44,58,62,50,36,53,53,57,62
15850193,49,53,47,42,56,42,45,57,63,50,37,53,54,58,62
15850194,47,52,47,42,56,43,45,56,62,49,37,51,56,57,62
15850195,48,52,47,42,55,42,45,56,62,49,37,52,54,55,61
15850196,48,51,49,42,56,41,45,54,62,49,38,51,54,55,61
15850197,48,51,48,42,54,39,45,54,62,49,39,50,54,57,61
15850198,48,50,47,42,55,39,46,53,61,49,39,51,54,57,61
15850199,48,49,46,42,57,39,47,53,61,48,39,51,54,55,61
15850200,48,49,46,43,57,39,47,55,62,47,41,51,54,55,61
15850201,48,48,45,43,56,36,46,55,63,47,42,51,54,55,61
15850202,48,46,45,43,56,36,44,54,64,47,42,51,56,56,60
15850203,50,45,46,42,56,37,44,56,64,47,42,52,54,56,59
15850204,49,45,47,40,56,37,45,56,65,47,42,51,54,57,60
15850205,50,47,47,39,56,37,45,56,66,47,42,53,56,56,60
15850206,51,46,50,38,56,37,45,56,65,47,42,52,56,56,59
15850207,50,46,50,38,57,37,45,56,65,46,43,50,58,56,59
15850208,50,46,49,38,58,37,45,56,64,46,43,49,58,56,59
15850209,50,46,49,38,58,37,45,56,64,45,43,49,58,55,59
15850210,50,46,50,37,58,37,45,54,65,44,44,52,56,57,60
15850211,50,48,49,37,58,36,45,54,65,45,44,52,57,57,60
15850212,49,48,49,37,59,34,45,54,65,44,44,52,57,57,60
15850213,49,49,49,36,60,34,45,56,66,42,44,52,58,58,62
15850214,48,47,49,36,61,34,45,56,66,43,44,52,58,58,60
15850215,46,47,47,36,62,34,45,56,66,42,44,53,58,58,59
15850216,45,49,47,36,62,34,45,56,66,42,43,53,57,59,59
15850217,45,49,47,36,61,33,46,56,66,43,42,53,60,59,59
15850218,45,50,47,36,61,35,47,56,66,42,42,53,61,60,58
15850219,45,51,47,36,61,35,47,56,65,42,42,53,61,61,58
15850220,45,49,47,36,60,35,48,56,64,43,41,53,61,60,58
15850221,45,52,47,37,60,36,48,56,65,42,40,53,62,62,58
15850222,44,52,47,37,60,36,48,57,66,42,40,54,62,63,58
15850223,44,51,48,38,60,34,48,56,65,42,41,54,60,62,57
15850224,44,53,48,38,60,34,48,57,64,41,41,54,60,64,57
15850225,44,53,49,38,59,34,49,58,64,40,41,54,59,64,57
15850226,44,54,49,39,59,35,49,59,64,40,41,56,59,63,57
15850227,44,54,49,38,60,35,50,59,65,40,41,56,59,64,56
15850228,46,55,49,38,59,35,49,59,66,40,41,55,59,64,57
15850229,46,54,49,38,59,35,50,58,66,41,42,56,59,66,56
15850230,46,55,49,38,59,35,50,59,66,42,42,57,57,67,57
15850231,46,55,49,38,59,34,52,59,66,42,43,58,57,66,57
15850232,46,55,49,38,58,34,52,60,66,43,44,58,56,67,59
15850233,46,55,50,38,57,34,52,59,66,43,45,58,56,67,60
15850234,46,55,51,37,55,34,53,59,68,42,45,59,56,67,60
15850235,48,55,50,37,54,34,51,58,68,42,45,59,56,68,60
15850236,48,57,50,36,54,34,51,58,67,42,45,59,56,69,60
15850237,48,57,50,36,54,35,50,57,69,42,45,60,56,70,59
15850238,45,59,50,36,54,35,49,57,69,41,45,61,56,68,60
15850239,46,59,50,37,54,35,49,57,69,41,45,60,57,68,61
15850240,46,58,50,37,54,35,50,58,69,41,45,60,57,68,62
15850241,46,57,49,36,54,35,50,57,69,41,46,60,56,68,62
15850242,45,57,49,34,54,35,50,57,68,41,46,60,56,69,62
15850243,45,56,48,34,54,36,50,57,68,40,47,61,56,69,62
15850244,46,56,48,34,54,35,51,57,68,41,48,61,57,70,61
15850245,46,57,47,34,55,35,51,57,70,42,49,61,57,71,61
15850246,45,56,46,34,55,36,50,56,70,43,48,61,56,72,61
15850247,45,58,46,34,55,36,50,56,69,44,48,61,56,69,62
15850248,47,58,47,34,55,37,48,56,70,44,48,62,56,71,62
15850249,49,58,46,34,55,36,48,56,71,44,48,62,56,70,61
15850250,49,58,46,33,55,36,48,56,71,44,48,64,56,70,61
15850251,49,59,46,32,55,36,47,56,71,43,48,63,56,70,59
15850252,49,59,46,32,56,37,47,56,71,43,49,63,56,70,59
15850253,49,58,46,32,56,36,47,56,71,43,49,63,56,68,60
15850254,50,58,45,32,56,36,47,56,71,42,50,63,54,68,60
15850255,51,59,45,32,56,36,47,55,71,41,51,63,55,67,62
15850256,50,59,45,33,56,37,49,55,72,41,49,63,55,67,62
15850257,50,58,46,32,56,37,48,54,72,42,49,63,56,67,62
15850258,49,56,45,32,57,37,48,54,71,42,50,63,55,67,63
15850259,49,55,45,32,57,37,47,54,70,43,51,63,55,67,64
15850260,49,55,45,32,57,35,46,54,71,41,51,62,55,66,64
15850261,49,56,45,33,57,35,46,54,69,40,52,62,55,67,66
15850262,50,56,45,33,55,35,46,54,69,40,53,64,55,66,67
15850263,50,56,45,34,54,35,45,52,68,40,53,64,55,67,68
15850264,49,56,46,33,54,35,45,52,68,39,53,64,57,66,68
15850265,49,56,45,33,54,35,45,51,68,39,53,63,57,66,68
15850266,48,56,46,33,54,35,46,51,67,39,51,63,56,66,69
15850267,48,55,46,33,54,35,46,51,67,39,51,63,56,66,68
15850268,48,55,47,33,53,35,45,50,67,39,50,65,56,67,67
15850269,48,55,47,33,54,36,45,49,67,39,50,66,57,68,69
15850270,48,55,48,32,53,36,45,50,66,38,50,67,56,68,69
15850271,47,55,49,29,52,36,44,49,66,38,50,66,56,68,68
15850272,47,54,49,29,52,36,44,50,65,38,50,65,56,69,71
15850273,47,54,49,31,52,36,43,50,65,38,50,65,55,69,73
15850274,47,54,49,31,52,36,42,49,67,38,50,65,56,68,73
15850275,48,54,48,31,52,36,42,49,67,38,50,65,55,70,72
15850276,49,54,47,31,52,36,41,50,67,39,49,64,54,70,71
15850277,49,54,46,31,51,36,41,49,66,39,49,64,53,70,72
15850278,49,54,46,30,50,35,42,50,67,39,49,62,53,70,70
15850279,49,54,47,30,48,36,42,47,67,40,49,62,53,71,71
15850280,49,55,48,29,47,36,42,47,64,40,51,64,53,72,71
15850281,48,55,48,28,46,36,42,46,64,41,51,64,53,72,72
15850282,48,53,47,29,45,35,42,45,62,41,51,64,52,72,70
15850283,48,53,47,29,46,35,43,45,63,41,50,64,51,72,70
15850284,49,53,48,27,48,35,43,46,63,40,49,63,52,73,70
15850285,49,52,48,26,49,35,44,45,63,40,50,63,52,74,69
15850286,47,54,48,26,50,35,44,45,63,39,49,63,52,74,68
15850287,47,52,48,26,51,34,43,45,62,38,49,63,52,74,67
15850288,46,52,50,25,51,35,43,45,61,38,50,63,52,74,66
15850289,45,53,51,25,49,37,43,46,61,39,50,63,51,74,66
15850290,46,52,48,25,51,36,43,47,62,39,48,61,51,74,67
15850291,47,51,48,25,49,35,43,47,62,40,47,61,50,74,67
15850292,47,51,48,28,49,36,44,48,62,40,48,61,49,74,68
15850293,47,51,48,29,49,37,44,47,62,40,48,61,49,77,68
15850294,47,52,48,29,49,37,44,48,62,39,48,61,50,75,70
15850295,48,53,49,31,52,37,44,47,63,41,50,61,50,74,71
15850296,47,54,49,31,52,36,44,46,64,41,50,60,51,73,72
15850297,47,53,49,31,52,37,44,48,62,41,50,61,51,73,72
15850298,48,53,49,32,51,37,44,46,62,41,50,62,51,74,72
