Position,Control_MNP_III_S56_L002,Control_MNP_II_S55_L002,Control_MNP_I_S54_L002,Only_MNP_C1_S57_L002,Only_MNP_C2_S58_L002,Only_MNP_C3_S59_L002,Only_MNP_C4_S60_L002,Plasmid_Ko_P1_S61_L002,Plasmid_Ko_P2_S62_L002,Plasmid_Ko_P3_S63_L002,Plasmid_Ko_P4_S64_L002,RNP_Cas1_S65_L002,RNP_Cas2_S66_L002,RNP_Cas3_S67_L002,RNP_Cas4_S68_L002
15921864,15921864,15921864,15921864,15921864,15921864,15921864,15921864,15921864,15921864,15921864,15921864,15921864,15921864,15921864,15921864
15921865,15921865,15921865,15921865,15921865,15921865,15921865,15921865,15921865,15921865,15921865,15921865,15921865,15921865,15921865,15921865
15921866,15921866,15921866,15921866,15921866,15921866,15921866,15921866,15921866,15921866,15921866,15921866,15921866,15921866,15921866,15921866
15921867,15921867,15921867,15921867,15921867,15921867,15921867,15921867,15921867,15921867,15921867,15921867,15921867,15921867,15921867,15921867
15921868,15921868,15921868,15921868,15921868,15921868,15921868,15921868,15921868,15921868,15921868,15921868,15921868,15921868,15921868,15921868
15921869,15921869,15921869,15921869,15921869,15921869,15921869,15921869,15921869,15921869,15921869,15921869,15921869,15921869,15921869,15921869
15921870,15921870,15921870,15921870,15921870,15921870,15921870,15921870,15921870,15921870,15921870,15921870,15921870,15921870,15921870,15921870
15921871,15921871,15921871,15921871,15921871,15921871,15921871,15921871,15921871,15921871,15921871,15921871,15921871,15921871,15921871,15921871
15921872,15921872,15921872,15921872,15921872,15921872,15921872,15921872,15921872,15921872,15921872,15921872,15921872,15921872,15921872,15921872
15921873,15921873,15921873,15921873,15921873,15921873,15921873,15921873,15921873,15921873,15921873,15921873,15921873,15921873,15921873,15921873
15921874,15921874,15921874,15921874,15921874,15921874,15921874,15921874,15921874,15921874,15921874,15921874,15921874,15921874,15921874,15921874
15921875,15921875,15921875,15921875,15921875,15921875,15921875,15921875,15921875,15921875,15921875,15921875,15921875,15921875,15921875,15921875
15921876,15921876,15921876,15921876,15921876,15921876,15921876,15921876,15921876,15921876,15921876,15921876,15921876,15921876,15921876,15921876
15921877,15921877,15921877,15921877,15921877,15921877,15921877,15921877,15921877,15921877,15921877,15921877,15921877,15921877,15921877,15921877
15921878,15921878,15921878,15921878,15921878,15921878,15921878,15921878,15921878,15921878,15921878,15921878,15921878,15921878,15921878,15921878
15921879,15921879,15921879,15921879,15921879,15921879,15921879,15921879,15921879,15921879,15921879,15921879,15921879,15921879,15921879,15921879
15921880,15921880,15921880,15921880,15921880,15921880,15921880,15921880,15921880,15921880,15921880,15921880,15921880,15921880,15921880,15921880
15921881,15921881,15921881,15921881,15921881,15921881,15921881,15921881,15921881,15921881,15921881,15921881,15921881,15921881,15921881,15921881
15921882,15921882,15921882,15921882,15921882,15921882,15921882,15921882,15921882,15921882,15921882,15921882,15921882,15921882,15921882,15921882
15921883,15921883,15921883,15921883,15921883,15921883,15921883,15921883,15921883,15921883,15921883,15921883,15921883,15921883,15921883,15921883
15921884,15921884,15921884,15921884,15921884,15921884,15921884,15921884,15921884,15921884,15921884,15921884,15921884,15921884,15921884,15921884
15921885,15921885,15921885,15921885,15921885,15921885,15921885,15921885,15921885,15921885,15921885,15921885,15921885,15921885,15921885,15921885
15921886,15921886,15921886,15921886,15921886,15921886,15921886,15921886,15921886,15921886,15921886,15921886,15921886,15921886,15921886,15921886
15921887,15921887,15921887,15921887,15921887,15921887,15921887,15921887,15921887,15921887,15921887,15921887,15921887,15921887,15921887,15921887
15921888,15921888,15921888,15921888,15921888,15921888,15921888,15921888,15921888,15921888,15921888,15921888,15921888,15921888,15921888,15921888
15921889,15921889,15921889,15921889,15921889,15921889,15921889,15921889,15921889,15921889,15921889,15921889,15921889,15921889,15921889,15921889
15921890,15921890,15921890,15921890,15921890,15921890,15921890,15921890,15921890,15921890,15921890,15921890,15921890,15921890,15921890,15921890
15921891,15921891,15921891,15921891,15921891,15921891,15921891,15921891,15921891,15921891,15921891,15921891,15921891,15921891,15921891,15921891
15921892,15921892,15921892,15921892,15921892,15921892,15921892,15921892,15921892,15921892,15921892,15921892,15921892,15921892,15921892,15921892
15921893,15921893,15921893,15921893,15921893,15921893,15921893,15921893,15921893,15921893,15921893,15921893,15921893,15921893,15921893,15921893
15921894,15921894,15921894,15921894,15921894,15921894,15921894,15921894,15921894,15921894,15921894,15921894,15921894,15921894,15921894,15921894
15921895,15921895,15921895,15921895,15921895,15921895,15921895,15921895,15921895,15921895,15921895,15921895,15921895,15921895,15921895,15921895
15921896,15921896,15921896,15921896,15921896,15921896,15921896,15921896,15921896,15921896,15921896,15921896,15921896,15921896,15921896,15921896
15921897,15921897,15921897,15921897,15921897,15921897,15921897,15921897,15921897,15921897,15921897,15921897,15921897,15921897,15921897,15921897
15921898,15921898,15921898,15921898,15921898,15921898,15921898,15921898,15921898,15921898,15921898,15921898,15921898,15921898,15921898,15921898
15921899,15921899,15921899,15921899,15921899,15921899,15921899,15921899,15921899,15921899,15921899,15921899,15921899,15921899,15921899,15921899
15921900,15921900,15921900,15921900,15921900,15921900,15921900,15921900,15921900,15921900,15921900,15921900,15921900,15921900,15921900,15921900
15921901,15921901,15921901,15921901,15921901,15921901,15921901,15921901,15921901,15921901,15921901,15921901,15921901,15921901,15921901,15921901
15921902,15921902,15921902,15921902,15921902,15921902,15921902,15921902,15921902,15921902,15921902,15921902,15921902,15921902,15921902,15921902
15921903,15921903,15921903,15921903,15921903,15921903,15921903,15921903,15921903,15921903,15921903,15921903,15921903,15921903,15921903,15921903
15921904,15921904,15921904,15921904,15921904,15921904,15921904,15921904,15921904,15921904,15921904,15921904,15921904,15921904,15921904,15921904
15921905,15921905,15921905,15921905,15921905,15921905,15921905,15921905,15921905,15921905,15921905,15921905,15921905,15921905,15921905,15921905
15921906,15921906,15921906,15921906,15921906,15921906,15921906,15921906,15921906,15921906,15921906,15921906,15921906,15921906,15921906,15921906
15921907,15921907,15921907,15921907,15921907,15921907,15921907,15921907,15921907,15921907,15921907,15921907,15921907,15921907,15921907,15921907
15921908,15921908,15921908,15921908,15921908,15921908,15921908,15921908,15921908,15921908,15921908,15921908,15921908,15921908,15921908,15921908
15921909,15921909,15921909,15921909,15921909,15921909,15921909,15921909,15921909,15921909,15921909,15921909,15921909,15921909,15921909,15921909
15921910,15921910,15921910,15921910,15921910,15921910,15921910,15921910,15921910,15921910,15921910,15921910,15921910,15921910,15921910,15921910
15921911,15921911,15921911,15921911,15921911,15921911,15921911,15921911,15921911,15921911,15921911,15921911,15921911,15921911,15921911,15921911
15921912,15921912,15921912,15921912,15921912,15921912,15921912,15921912,15921912,15921912,15921912,15921912,15921912,15921912,15921912,15921912
15921913,15921913,15921913,15921913,15921913,15921913,15921913,15921913,15921913,15921913,15921913,15921913,15921913,15921913,15921913,15921913
15921914,15921914,15921914,15921914,15921914,15921914,15921914,15921914,15921914,15921914,15921914,15921914,15921914,15921914,15921914,15921914
15921915,15921915,15921915,15921915,15921915,15921915,15921915,15921915,15921915,15921915,15921915,15921915,15921915,15921915,15921915,15921915
15921916,15921916,15921916,15921916,15921916,15921916,15921916,15921916,15921916,15921916,15921916,15921916,15921916,15921916,15921916,15921916
15921917,15921917,15921917,15921917,15921917,15921917,15921917,15921917,15921917,15921917,15921917,15921917,15921917,15921917,15921917,15921917
15921918,15921918,15921918,15921918,15921918,15921918,15921918,15921918,15921918,15921918,15921918,15921918,15921918,15921918,15921918,15921918
15921919,15921919,15921919,15921919,15921919,15921919,15921919,15921919,15921919,15921919,15921919,15921919,15921919,15921919,15921919,15921919
15921920,15921920,15921920,15921920,15921920,15921920,15921920,15921920,15921920,15921920,15921920,15921920,15921920,15921920,15921920,15921920
15921921,15921921,15921921,15921921,15921921,15921921,15921921,15921921,15921921,15921921,15921921,15921921,15921921,15921921,15921921,15921921
15921922,15921922,15921922,15921922,15921922,15921922,15921922,15921922,15921922,15921922,15921922,15921922,15921922,15921922,15921922,15921922
15921923,15921923,15921923,15921923,15921923,15921923,15921923,15921923,15921923,15921923,15921923,15921923,15921923,15921923,15921923,15921923
15921924,15921924,15921924,15921924,15921924,15921924,15921924,15921924,15921924,15921924,15921924,15921924,15921924,15921924,15921924,15921924
15921925,15921925,15921925,15921925,15921925,15921925,15921925,15921925,15921925,15921925,15921925,15921925,15921925,15921925,15921925,15921925
15921926,15921926,15921926,15921926,15921926,15921926,15921926,15921926,15921926,15921926,15921926,15921926,15921926,15921926,15921926,15921926
15921927,15921927,15921927,15921927,15921927,15921927,15921927,15921927,15921927,15921927,15921927,15921927,15921927,15921927,15921927,15921927
15921928,15921928,15921928,15921928,15921928,15921928,15921928,15921928,15921928,15921928,15921928,15921928,15921928,15921928,15921928,15921928
15921929,15921929,15921929,15921929,15921929,15921929,15921929,15921929,15921929,15921929,15921929,15921929,15921929,15921929,15921929,15921929
15921930,15921930,15921930,15921930,15921930,15921930,15921930,15921930,15921930,15921930,15921930,15921930,15921930,15921930,15921930,15921930
15921931,15921931,15921931,15921931,15921931,15921931,15921931,15921931,15921931,15921931,15921931,15921931,15921931,15921931,15921931,15921931
15921932,15921932,15921932,15921932,15921932,15921932,15921932,15921932,15921932,15921932,15921932,15921932,15921932,15921932,15921932,15921932
15921933,15921933,15921933,15921933,15921933,15921933,15921933,15921933,15921933,15921933,15921933,15921933,15921933,15921933,15921933,15921933
15921934,15921934,15921934,15921934,15921934,15921934,15921934,15921934,15921934,15921934,15921934,15921934,15921934,15921934,15921934,15921934
15921935,15921935,15921935,15921935,15921935,15921935,15921935,15921935,15921935,15921935,15921935,15921935,15921935,15921935,15921935,15921935
15921936,15921936,15921936,15921936,15921936,15921936,15921936,15921936,15921936,15921936,15921936,15921936,15921936,15921936,15921936,15921936
15921937,15921937,15921937,15921937,15921937,15921937,15921937,15921937,15921937,15921937,15921937,15921937,15921937,15921937,15921937,15921937
15921938,15921938,15921938,15921938,15921938,15921938,15921938,15921938,15921938,15921938,15921938,15921938,15921938,15921938,15921938,15921938
15921939,15921939,15921939,15921939,15921939,15921939,15921939,15921939,15921939,15921939,15921939,15921939,15921939,15921939,15921939,15921939
15921940,15921940,15921940,15921940,15921940,15921940,15921940,15921940,15921940,15921940,15921940,15921940,15921940,15921940,15921940,15921940
15921941,15921941,15921941,15921941,15921941,15921941,15921941,15921941,15921941,15921941,15921941,15921941,15921941,15921941,15921941,15921941
15921942,15921942,15921942,15921942,15921942,15921942,15921942,15921942,15921942,15921942,15921942,15921942,15921942,15921942,15921942,15921942
15921943,15921943,15921943,15921943,15921943,15921943,15921943,15921943,15921943,15921943,15921943,15921943,15921943,15921943,15921943,15921943
15921944,15921944,15921944,15921944,15921944,15921944,15921944,15921944,15921944,15921944,15921944,15921944,15921944,15921944,15921944,15921944
15921945,15921945,15921945,15921945,15921945,15921945,15921945,15921945,15921945,15921945,15921945,15921945,15921945,15921945,15921945,15921945
15921946,15921946,15921946,15921946,15921946,15921946,15921946,15921946,15921946,15921946,15921946,15921946,15921946,15921946,15921946,15921946
15921947,15921947,15921947,15921947,15921947,15921947,15921947,15921947,15921947,15921947,15921947,15921947,15921947,15921947,15921947,15921947
15921948,15921948,15921948,15921948,15921948,15921948,15921948,15921948,15921948,15921948,15921948,15921948,15921948,15921948,15921948,15921948
15921949,15921949,15921949,15921949,15921949,15921949,15921949,15921949,15921949,15921949,15921949,15921949,15921949,15921949,15921949,15921949
15921950,15921950,15921950,15921950,15921950,15921950,15921950,15921950,15921950,15921950,15921950,15921950,15921950,15921950,15921950,15921950
15921951,15921951,15921951,15921951,15921951,15921951,15921951,15921951,15921951,15921951,15921951,15921951,15921951,15921951,15921951,15921951
15921952,15921952,15921952,15921952,15921952,15921952,15921952,15921952,15921952,15921952,15921952,15921952,15921952,15921952,15921952,15921952
15921953,15921953,15921953,15921953,15921953,15921953,15921953,15921953,15921953,15921953,15921953,15921953,15921953,15921953,15921953,15921953
15921954,15921954,15921954,15921954,15921954,15921954,15921954,15921954,15921954,15921954,15921954,15921954,15921954,15921954,15921954,15921954
15921955,15921955,15921955,15921955,15921955,15921955,15921955,15921955,15921955,15921955,15921955,15921955,15921955,15921955,15921955,15921955
15921956,15921956,15921956,15921956,15921956,15921956,15921956,15921956,15921956,15921956,15921956,15921956,15921956,15921956,15921956,15921956
15921957,15921957,15921957,15921957,15921957,15921957,15921957,15921957,15921957,15921957,15921957,15921957,15921957,15921957,15921957,15921957
15921958,15921958,15921958,15921958,15921958,15921958,15921958,15921958,15921958,15921958,15921958,15921958,15921958,15921958,15921958,15921958
15921959,15921959,15921959,15921959,15921959,15921959,15921959,15921959,15921959,15921959,15921959,15921959,15921959,15921959,15921959,15921959
15921960,15921960,15921960,15921960,15921960,15921960,15921960,15921960,15921960,15921960,15921960,15921960,15921960,15921960,15921960,15921960
15921961,15921961,15921961,15921961,15921961,15921961,15921961,15921961,15921961,15921961,15921961,15921961,15921961,15921961,15921961,15921961
15921962,15921962,15921962,15921962,15921962,15921962,15921962,15921962,15921962,15921962,15921962,15921962,15921962,15921962,15921962,15921962
15921963,15921963,15921963,15921963,15921963,15921963,15921963,15921963,15921963,15921963,15921963,15921963,15921963,15921963,15921963,15921963
15921964,15921964,15921964,15921964,15921964,15921964,15921964,15921964,15921964,15921964,15921964,15921964,15921964,15921964,15921964,15921964
15921965,15921965,15921965,15921965,15921965,15921965,15921965,15921965,15921965,15921965,15921965,15921965,15921965,15921965,15921965,15921965
15921966,15921966,15921966,15921966,15921966,15921966,15921966,15921966,15921966,15921966,15921966,15921966,15921966,15921966,15921966,15921966
15921967,15921967,15921967,15921967,15921967,15921967,15921967,15921967,15921967,15921967,15921967,15921967,15921967,15921967,15921967,15921967
15921968,15921968,15921968,15921968,15921968,15921968,15921968,15921968,15921968,15921968,15921968,15921968,15921968,15921968,15921968,15921968
15921969,15921969,15921969,15921969,15921969,15921969,15921969,15921969,15921969,15921969,15921969,15921969,15921969,15921969,15921969,15921969
15921970,15921970,15921970,15921970,15921970,15921970,15921970,15921970,15921970,15921970,15921970,15921970,15921970,15921970,15921970,15921970
15921971,15921971,15921971,15921971,15921971,15921971,15921971,15921971,15921971,15921971,15921971,15921971,15921971,15921971,15921971,15921971
15921972,15921972,15921972,15921972,15921972,15921972,15921972,15921972,15921972,15921972,15921972,15921972,15921972,15921972,15921972,15921972
15921973,15921973,15921973,15921973,15921973,15921973,15921973,15921973,15921973,15921973,15921973,15921973,15921973,15921973,15921973,15921973
15921974,15921974,15921974,15921974,15921974,15921974,15921974,15921974,15921974,15921974,15921974,15921974,15921974,15921974,15921974,15921974
15921975,15921975,15921975,15921975,15921975,15921975,15921975,15921975,15921975,15921975,15921975,15921975,15921975,15921975,15921975,15921975
15921976,15921976,15921976,15921976,15921976,15921976,15921976,15921976,15921976,15921976,15921976,15921976,15921976,15921976,15921976,15921976
15921977,15921977,15921977,15921977,15921977,15921977,15921977,15921977,15921977,15921977,15921977,15921977,15921977,15921977,15921977,15921977
15921978,15921978,15921978,15921978,15921978,15921978,15921978,15921978,15921978,15921978,15921978,15921978,15921978,15921978,15921978,15921978
15921979,15921979,15921979,15921979,15921979,15921979,15921979,15921979,15921979,15921979,15921979,15921979,15921979,15921979,15921979,15921979
15921980,15921980,15921980,15921980,15921980,15921980,15921980,15921980,15921980,15921980,15921980,15921980,15921980,15921980,15921980,15921980
15921981,15921981,15921981,15921981,15921981,15921981,15921981,15921981,15921981,15921981,15921981,15921981,15921981,15921981,15921981,15921981
15921982,15921982,15921982,15921982,15921982,15921982,15921982,15921982,15921982,15921982,15921982,15921982,15921982,15921982,15921982,15921982
15921983,15921983,15921983,15921983,15921983,15921983,15921983,15921983,15921983,15921983,15921983,15921983,15921983,15921983,15921983,15921983
15921984,15921984,15921984,15921984,15921984,15921984,15921984,15921984,15921984,15921984,15921984,15921984,15921984,15921984,15921984,15921984
15921985,15921985,15921985,15921985,15921985,15921985,15921985,15921985,15921985,15921985,15921985,15921985,15921985,15921985,15921985,15921985
15921986,15921986,15921986,15921986,15921986,15921986,15921986,15921986,15921986,15921986,15921986,15921986,15921986,15921986,15921986,15921986
15921987,15921987,15921987,15921987,15921987,15921987,15921987,15921987,15921987,15921987,15921987,15921987,15921987,15921987,15921987,15921987
15921988,15921988,15921988,15921988,15921988,15921988,15921988,15921988,15921988,15921988,15921988,15921988,15921988,15921988,15921988,15921988
15921989,15921989,15921989,15921989,15921989,15921989,15921989,15921989,15921989,15921989,15921989,15921989,15921989,15921989,15921989,15921989
15921990,15921990,15921990,15921990,15921990,15921990,15921990,15921990,15921990,15921990,15921990,15921990,15921990,15921990,15921990,15921990
15921991,15921991,15921991,15921991,15921991,15921991,15921991,15921991,15921991,15921991,15921991,15921991,15921991,15921991,15921991,15921991
15921992,15921992,15921992,15921992,15921992,15921992,15921992,15921992,15921992,15921992,15921992,15921992,15921992,15921992,15921992,15921992
15921993,15921993,15921993,15921993,15921993,15921993,15921993,15921993,15921993,15921993,15921993,15921993,15921993,15921993,15921993,15921993
15921994,15921994,15921994,15921994,15921994,15921994,15921994,15921994,15921994,15921994,15921994,15921994,15921994,15921994,15921994,15921994
15921995,15921995,15921995,15921995,15921995,15921995,15921995,15921995,15921995,15921995,15921995,15921995,15921995,15921995,15921995,15921995
15921996,15921996,15921996,15921996,15921996,15921996,15921996,15921996,15921996,15921996,15921996,15921996,15921996,15921996,15921996,15921996
15921997,15921997,15921997,15921997,15921997,15921997,15921997,15921997,15921997,15921997,15921997,15921997,15921997,15921997,15921997,15921997
15921998,15921998,15921998,15921998,15921998,15921998,15921998,15921998,15921998,15921998,15921998,15921998,15921998,15921998,15921998,15921998
15921999,15921999,15921999,15921999,15921999,15921999,15921999,15921999,15921999,15921999,15921999,15921999,15921999,15921999,15921999,15921999
15922000,15922000,15922000,15922000,15922000,15922000,15922000,15922000,15922000,15922000,15922000,15922000,15922000,15922000,15922000,15922000
15922001,15922001,15922001,15922001,15922001,15922001,15922001,15922001,15922001,15922001,15922001,15922001,15922001,15922001,15922001,15922001
15922002,15922002,15922002,15922002,15922002,15922002,15922002,15922002,15922002,15922002,15922002,15922002,15922002,15922002,15922002,15922002
15922003,15922003,15922003,15922003,15922003,15922003,15922003,15922003,15922003,15922003,15922003,15922003,15922003,15922003,15922003,15922003
15922004,15922004,15922004,15922004,15922004,15922004,15922004,15922004,15922004,15922004,15922004,15922004,15922004,15922004,15922004,15922004
15922005,15922005,15922005,15922005,15922005,15922005,15922005,15922005,15922005,15922005,15922005,15922005,15922005,15922005,15922005,15922005
15922006,15922006,15922006,15922006,15922006,15922006,15922006,15922006,15922006,15922006,15922006,15922006,15922006,15922006,15922006,15922006
15922007,15922007,15922007,15922007,15922007,15922007,15922007,15922007,15922007,15922007,15922007,15922007,15922007,15922007,15922007,15922007
15922008,15922008,15922008,15922008,15922008,15922008,15922008,15922008,15922008,15922008,15922008,15922008,15922008,15922008,15922008,15922008
15922009,15922009,15922009,15922009,15922009,15922009,15922009,15922009,15922009,15922009,15922009,15922009,15922009,15922009,15922009,15922009
15922010,15922010,15922010,15922010,15922010,15922010,15922010,15922010,15922010,15922010,15922010,15922010,15922010,15922010,15922010,15922010
15922011,15922011,15922011,15922011,15922011,15922011,15922011,15922011,15922011,15922011,15922011,15922011,15922011,15922011,15922011,15922011
15922012,15922012,15922012,15922012,15922012,15922012,15922012,15922012,15922012,15922012,15922012,15922012,15922012,15922012,15922012,15922012
15922013,15922013,15922013,15922013,15922013,15922013,15922013,15922013,15922013,15922013,15922013,15922013,15922013,15922013,15922013,15922013
15922014,15922014,15922014,15922014,15922014,15922014,15922014,15922014,15922014,15922014,15922014,15922014,15922014,15922014,15922014,15922014
15922015,15922015,15922015,15922015,15922015,15922015,15922015,15922015,15922015,15922015,15922015,15922015,15922015,15922015,15922015,15922015
15922016,15922016,15922016,15922016,15922016,15922016,15922016,15922016,15922016,15922016,15922016,15922016,15922016,15922016,15922016,15922016
15922017,15922017,15922017,15922017,15922017,15922017,15922017,15922017,15922017,15922017,15922017,15922017,15922017,15922017,15922017,15922017
15922018,15922018,15922018,15922018,15922018,15922018,15922018,15922018,15922018,15922018,15922018,15922018,15922018,15922018,15922018,15922018
15922019,15922019,15922019,15922019,15922019,15922019,15922019,15922019,15922019,15922019,15922019,15922019,15922019,15922019,15922019,15922019
15922020,15922020,15922020,15922020,15922020,15922020,15922020,15922020,15922020,15922020,15922020,15922020,15922020,15922020,15922020,15922020
15922021,15922021,15922021,15922021,15922021,15922021,15922021,15922021,15922021,15922021,15922021,15922021,15922021,15922021,15922021,15922021
15922022,15922022,15922022,15922022,15922022,15922022,15922022,15922022,15922022,15922022,15922022,15922022,15922022,15922022,15922022,15922022
15922023,15922023,15922023,15922023,15922023,15922023,15922023,15922023,15922023,15922023,15922023,15922023,15922023,15922023,15922023,15922023
15922024,15922024,15922024,15922024,15922024,15922024,15922024,15922024,15922024,15922024,15922024,15922024,15922024,15922024,15922024,15922024
15922025,15922025,15922025,15922025,15922025,15922025,15922025,15922025,15922025,15922025,15922025,15922025,15922025,15922025,15922025,15922025
15922026,15922026,15922026,15922026,15922026,15922026,15922026,15922026,15922026,15922026,15922026,15922026,15922026,15922026,15922026,15922026
15922027,15922027,15922027,15922027,15922027,15922027,15922027,15922027,15922027,15922027,15922027,15922027,15922027,15922027,15922027,15922027
15922028,15922028,15922028,15922028,15922028,15922028,15922028,15922028,15922028,15922028,15922028,15922028,15922028,15922028,15922028,15922028
15922029,15922029,15922029,15922029,15922029,15922029,15922029,15922029,15922029,15922029,15922029,15922029,15922029,15922029,15922029,15922029
15922030,15922030,15922030,15922030,15922030,15922030,15922030,15922030,15922030,15922030,15922030,15922030,15922030,15922030,15922030,15922030
15922031,15922031,15922031,15922031,15922031,15922031,15922031,15922031,15922031,15922031,15922031,15922031,15922031,15922031,15922031,15922031
15922032,15922032,15922032,15922032,15922032,15922032,15922032,15922032,15922032,15922032,15922032,15922032,15922032,15922032,15922032,15922032
15922033,15922033,15922033,15922033,15922033,15922033,15922033,15922033,15922033,15922033,15922033,15922033,15922033,15922033,15922033,15922033
15922034,15922034,15922034,15922034,15922034,15922034,15922034,15922034,15922034,15922034,15922034,15922034,15922034,15922034,15922034,15922034
15922035,15922035,15922035,15922035,15922035,15922035,15922035,15922035,15922035,15922035,15922035,15922035,15922035,15922035,15922035,15922035
15922036,15922036,15922036,15922036,15922036,15922036,15922036,15922036,15922036,15922036,15922036,15922036,15922036,15922036,15922036,15922036
15922037,15922037,15922037,15922037,15922037,15922037,15922037,15922037,15922037,15922037,15922037,15922037,15922037,15922037,15922037,15922037
15922038,15922038,15922038,15922038,15922038,15922038,15922038,15922038,15922038,15922038,15922038,15922038,15922038,15922038,15922038,15922038
15922039,15922039,15922039,15922039,15922039,15922039,15922039,15922039,15922039,15922039,15922039,15922039,15922039,15922039,15922039,15922039
15922040,15922040,15922040,15922040,15922040,15922040,15922040,15922040,15922040,15922040,15922040,15922040,15922040,15922040,15922040,15922040
15922041,15922041,15922041,15922041,15922041,15922041,15922041,15922041,15922041,15922041,15922041,15922041,15922041,15922041,15922041,15922041
15922042,15922042,15922042,15922042,15922042,15922042,15922042,15922042,15922042,15922042,15922042,15922042,15922042,15922042,15922042,15922042
15922043,15922043,15922043,15922043,15922043,15922043,15922043,15922043,15922043,15922043,15922043,15922043,15922043,15922043,15922043,15922043
15922044,15922044,15922044,15922044,15922044,15922044,15922044,15922044,15922044,15922044,15922044,15922044,15922044,15922044,15922044,15922044
15922045,15922045,15922045,15922045,15922045,15922045,15922045,15922045,15922045,15922045,15922045,15922045,15922045,15922045,15922045,15922045
15922046,15922046,15922046,15922046,15922046,15922046,15922046,15922046,15922046,15922046,15922046,15922046,15922046,15922046,15922046,15922046
15922047,15922047,15922047,15922047,15922047,15922047,15922047,15922047,15922047,15922047,15922047,15922047,15922047,15922047,15922047,15922047
15922048,15922048,15922048,15922048,15922048,15922048,15922048,15922048,15922048,15922048,15922048,15922048,15922048,15922048,15922048,15922048
15922049,15922049,15922049,15922049,15922049,15922049,15922049,15922049,15922049,15922049,15922049,15922049,15922049,15922049,15922049,15922049
15922050,15922050,15922050,15922050,15922050,15922050,15922050,15922050,15922050,15922050,15922050,15922050,15922050,15922050,15922050,15922050
15922051,15922051,15922051,15922051,15922051,15922051,15922051,15922051,15922051,15922051,15922051,15922051,15922051,15922051,15922051,15922051
15922052,15922052,15922052,15922052,15922052,15922052,15922052,15922052,15922052,15922052,15922052,15922052,15922052,15922052,15922052,15922052
15922053,15922053,15922053,15922053,15922053,15922053,15922053,15922053,15922053,15922053,15922053,15922053,15922053,15922053,15922053,15922053
15922054,15922054,15922054,15922054,15922054,15922054,15922054,15922054,15922054,15922054,15922054,15922054,15922054,15922054,15922054,15922054
15922055,15922055,15922055,15922055,15922055,15922055,15922055,15922055,15922055,15922055,15922055,15922055,15922055,15922055,15922055,15922055
15922056,15922056,15922056,15922056,15922056,15922056,15922056,15922056,15922056,15922056,15922056,15922056,15922056,15922056,15922056,15922056
15922057,15922057,15922057,15922057,15922057,15922057,15922057,15922057,15922057,15922057,15922057,15922057,15922057,15922057,15922057,15922057
15922058,15922058,15922058,15922058,15922058,15922058,15922058,15922058,15922058,15922058,15922058,15922058,15922058,15922058,15922058,15922058
15922059,15922059,15922059,15922059,15922059,15922059,15922059,15922059,15922059,15922059,15922059,15922059,15922059,15922059,15922059,15922059
15922060,15922060,15922060,15922060,15922060,15922060,15922060,15922060,15922060,15922060,15922060,15922060,15922060,15922060,15922060,15922060
15922061,15922061,15922061,15922061,15922061,15922061,15922061,15922061,15922061,15922061,15922061,15922061,15922061,15922061,15922061,15922061
15922062,15922062,15922062,15922062,15922062,15922062,15922062,15922062,15922062,15922062,15922062,15922062,15922062,15922062,15922062,15922062
15922063,15922063,15922063,15922063,15922063,15922063,15922063,15922063,15922063,15922063,15922063,15922063,15922063,15922063,15922063,15922063
15922064,15922064,15922064,15922064,15922064,15922064,15922064,15922064,15922064,15922064,15922064,15922064,15922064,15922064,15922064,15922064
15922065,15922065,15922065,15922065,15922065,15922065,15922065,15922065,15922065,15922065,15922065,15922065,15922065,15922065,15922065,15922065
15922066,15922066,15922066,15922066,15922066,15922066,15922066,15922066,15922066,15922066,15922066,15922066,15922066,15922066,15922066,15922066
15922067,15922067,15922067,15922067,15922067,15922067,15922067,15922067,15922067,15922067,15922067,15922067,15922067,15922067,15922067,15922067
15922068,15922068,15922068,15922068,15922068,15922068,15922068,15922068,15922068,15922068,15922068,15922068,15922068,15922068,15922068,15922068
15922069,15922069,15922069,15922069,15922069,15922069,15922069,15922069,15922069,15922069,15922069,15922069,15922069,15922069,15922069,15922069
15922070,15922070,15922070,15922070,15922070,15922070,15922070,15922070,15922070,15922070,15922070,15922070,15922070,15922070,15922070,15922070
15922071,15922071,15922071,15922071,15922071,15922071,15922071,15922071,15922071,15922071,15922071,15922071,15922071,15922071,15922071,15922071
15922072,15922072,15922072,15922072,15922072,15922072,15922072,15922072,15922072,15922072,15922072,15922072,15922072,15922072,15922072,15922072
15922073,15922073,15922073,15922073,15922073,15922073,15922073,15922073,15922073,15922073,15922073,15922073,15922073,15922073,15922073,15922073
15922074,15922074,15922074,15922074,15922074,15922074,15922074,15922074,15922074,15922074,15922074,15922074,15922074,15922074,15922074,15922074
15922075,15922075,15922075,15922075,15922075,15922075,15922075,15922075,15922075,15922075,15922075,15922075,15922075,15922075,15922075,15922075
15922076,15922076,15922076,15922076,15922076,15922076,15922076,15922076,15922076,15922076,15922076,15922076,15922076,15922076,15922076,15922076
15922077,15922077,15922077,15922077,15922077,15922077,15922077,15922077,15922077,15922077,15922077,15922077,15922077,15922077,15922077,15922077
